t [s],x [m],y [m],vx,vy
0.0,0.0,0.0,0.0,0.0
0.001,9.114036466499872e-06,4.188818452912374e-05,0.00911403646649987,0.04188818452912374
0.002,2.7342109399499615e-05,0.00012566455358750016,0.01822807293299974,0.08377636905837643
0.003,5.4684224235742984e-05,0.0002513291255122922,0.027342114836243367,0.125664571924792
0.004,9.114186819575276e-05,0.0004188837820944971,0.03645764396000977,0.16755465658220492
0.005,0.00013671504127957932,0.0006283285233347997,0.04557317308382656,0.20944474124030255
0.006,0.00019140374348727295,0.0008796633492340127,0.05468870220769364,0.251334825899213
0.007,0.00025520797481888384,0.0011728882597930772,0.06380423133161092,0.29322491055906447
0.008,0.0003281277352744622,0.0015080032550130623,0.07291976045557833,0.33511499521998506
0.009000000000000001,0.00041016302485405795,0.001885008334895165,0.08203528957959574,0.3770050798821029
0.010000000000000002,0.000501313843557721,0.0023039034994407114,0.09115081870366308,0.41889516454554615
0.011,0.0006015801913855013,0.0027646887486511545,0.10026634782778025,0.4607852492104429
0.012,0.0007109620683374484,0.0032673640825280756,0.10938187695194718,0.5026753338769213
0.013000000000000001,0.0008294594744136122,0.003811929501073185,0.11849740607616374,0.5445654185451094
0.014000000000000002,0.0009570724096140421,0.004398385004288321,0.12761293520042988,0.5864555032151355
0.015,0.0010938008739387877,0.0050267305921754485,0.13672846432474547,0.6283455878871276
0.016,0.001239644867387898,0.005696966264736663,0.14584399344911045,0.6702356725612139
0.017,0.0013946043899614228,0.006409092021974185,0.1549595225735247,0.7121257572375225
0.018000000000000002,0.001558679441659411,0.007163107863890367,0.1640750516979881,0.7540158419161815
0.019000000000000003,0.0017318700224819117,0.007959013790487687,0.17319058082250063,0.7959059265973192
0.02,0.001914176132428974,0.00879680980176875,0.18230610994706217,0.8377960112810635
0.021,0.0021055977715006466,0.009676495897736292,0.19142163907167262,0.8796860959675427
0.022000000000000002,0.0023061349396969787,0.010598072078393177,0.20053716819633188,0.9215761806568848
0.023,0.0025157876370180184,0.011561538343742395,0.2096526973210399,0.9634662653492181
0.024,0.002734555863463815,0.012566894693787066,0.21876822644579652,1.0053563500446705
0.025,0.0029624396190344165,0.013614141128530436,0.2278837555706017,1.0472464347433703
0.026000000000000002,0.003199438903729872,0.014703277647975882,0.2369992846954553,1.0891365194454456
0.027000000000000003,0.0034455537175502294,0.015834304252126907,0.24611481382035727,1.1310266041510246
0.028,0.003700784060495537,0.017007220940987142,0.2552303429453075,1.1729166888602354
0.029,0.003965129932565843,0.01822202771456035,0.2643458720703059,1.214806773573206
0.030000000000000002,0.004238591333761195,0.019478724572850416,0.2734614011953524,1.2566968582900648
0.031,0.004521168264081642,0.020777311515861357,0.2825769303204469,1.2985869430109398
0.032,0.004812860723527232,0.022117788543597316,0.2916924594455893,1.340477027735959
0.033,0.005113668712098011,0.023500155656062567,0.3008079885707795,1.3823671124652506
0.034,0.005423592229794028,0.02492441285326151,0.3099235176960174,1.4242571971989428
0.035,0.005742631276615331,0.026390560135198672,0.3190390468213029,1.4661472819371637
0.036000000000000004,0.006070785852561967,0.027898597501878713,0.32815457594663594,1.5080373666800415
0.037000000000000005,0.006408055957633984,0.029448524953306417,0.33727010507201644,1.5499274514277042
0.038,0.0067544415918314275,0.031040342489486696,0.3463856341974443,1.59181753618028
0.039,0.007109942755154347,0.032674050110424596,0.35550116332291937,1.6337076209378971
0.04,0.007474559447602789,0.03434964781612528,0.3646166924484416,1.6755977057006837
0.041,0.0078482916691768,0.03606713560659405,0.37373222157401087,1.7174877904687675
0.042,0.008231139419876427,0.03782651348183633,0.3828477506996271,1.759377875242277
0.043000000000000003,0.008623102699701717,0.03962778144185767,0.3919632798252903,1.8012679600213404
0.044000000000000004,0.009024181508652718,0.041470939486663756,0.40107880895100023,1.8431580448060856
0.045,0.009434375846729475,0.043355987616260395,0.41019433807675687,1.8850481295966408
0.046,0.009853685713932034,0.04528292583065353,0.41930986720256014,1.9269382143931342
0.047,0.010282111110260445,0.04725175412984922,0.42842539632840987,1.9688282991956938
0.048,0.01071965203571475,0.04926247251385367,0.43754092545430606,2.010718384004448
0.049,0.011166308490294999,0.05131508098267319,0.44665645458024855,2.0526084688195247
0.05,0.011622080474001236,0.05340957953631424,0.4557719837062373,2.0944985536410523
0.051000000000000004,0.012086967986833508,0.0555459681747834,0.46488751283227214,2.1363886384691586
0.052000000000000005,0.01256097102879186,0.05772424689808737,0.4740030419583531,2.178278723303972
0.053000000000000005,0.01304408959987634,0.05994441570623299,0.48311857108448,2.2201688081456203
0.054,0.013536323700086993,0.06220647459922722,0.4922341002106527,2.262058892994232
0.055,0.014037673329423864,0.06451042357707716,0.5013496293368712,2.303948977849935
0.056,0.014548138487886999,0.06685626263979001,0.5104651584631354,2.3458390627128574
0.057,0.015067719175476444,0.06924399178737314,0.5195806875894452,2.3877291475831273
0.058,0.015596415392192245,0.07167361101983402,0.5286962167158005,2.429619232460873
0.059000000000000004,0.016134227138034446,0.07414512033718025,0.5378117458422011,2.471509317346223
0.060000000000000005,0.016681154413003094,0.07665851973941956,0.5469272749686471,2.5133994022393047
0.061,0.01723719721709823,0.07921380922655981,0.5560428040951384,2.5552894871402465
0.062,0.017802355550319907,0.08181098879860899,0.5651583332216747,2.5971795720491766
0.063,0.018376629412668162,0.08445005845557521,0.5742738623482562,2.6390696569662233
0.064,0.018960018804143046,0.08713101819746673,0.5833893914748826,2.6809597418915145
0.065,0.0195525237247446,0.0898538680242919,0.5925049206015538,2.722849826825178
0.066,0.02015414417447287,0.09261860793605925,0.6016204497282698,2.7647399117673426
0.067,0.0207648801533279,0.09542523793277738,0.6107359788550304,2.806629996718136
0.068,0.021384731661309733,0.09827375801445506,0.6198515079818356,2.8485200816776866
0.069,0.02201369869841842,0.10116416818110119,0.6289670371086853,2.8904101666461224
0.07,0.022651781264654,0.10409646843272476,0.6380825662355794,2.9323002516235714
0.07100000000000001,0.023298979360016518,0.10707065876933491,0.6471980953625177,2.974190336610162
0.07200000000000001,0.023955292984506018,0.11008673919094093,0.6563136244895003,3.016080421606022
0.07300000000000001,0.024620722138122546,0.1131447096975522,0.665429153616527,3.05797050661128
0.074,0.025295266820866143,0.11624457028917827,0.6745446827435977,3.099860591626064
0.075,0.025978927032736854,0.11938632096582877,0.6836602118707124,3.1417506766505023
0.076,0.026671702773734724,0.12256996172751349,0.6927757409978709,3.1836407616847224
0.077,0.0273735940438598,0.12579549257424233,0.7018912701250731,3.225530846728853
0.078,0.02808460084311212,0.12906291350602536,0.711006799252319,3.267420931783022
0.079,0.028804723171491728,0.13237222452287273,0.7201223283796084,3.3093110168473574
0.08,0.02953396102899867,0.13572342562479472,0.7292378575069414,3.3512011019219874
0.081,0.030272314415632988,0.13911651681180176,0.7383533866343176,3.39309118700704
0.082,0.031019783331394726,0.1425514980839044,0.7474689157617371,3.434981272102644
0.083,0.031776367776283926,0.14602836944111333,0.7565844448891998,3.476871357208927
0.084,0.03254206775030063,0.14954713088343935,0.7656999740167056,3.518761442326017
0.085,0.03331688325344488,0.1531077824108934,0.7748155031442545,3.5606515274540427
0.08600000000000001,0.03410081428571673,0.15671032402348653,0.7839310322718462,3.6025416125931318
0.08700000000000001,0.03489386084711621,0.16035475572122995,0.7930465613994808,3.6444316977434124
0.08800000000000001,0.03569602293764337,0.16404107750413496,0.8021620905271581,3.686321782905013
0.089,0.03650730055729824,0.16776928937221303,0.8112776196548781,3.728211868078061
0.09,0.03732769370608088,0.17153939132547572,0.8203931487826406,3.770101953262685
0.091,0.038157202383991326,0.17535138336393472,0.8295086779104455,3.8119920384590134
0.092,0.03899582659102962,0.17920526548760188,0.8386242070382928,3.853882123667174
0.093,0.0398435663271958,0.18310103769648917,0.8477397361661824,3.895772208887295
0.094,0.04070042159248992,0.18703869999060868,0.8568552652941142,3.9376622941195043
0.095,0.04156639238691201,0.1910182523699726,0.865970794422088,3.9795523793639305
0.096,0.04244147871046211,0.1950396948345933,0.8750863235501039,4.021442464620701
0.097,0.04332568056314027,0.19910302738448324,0.8842018526781615,4.063332549889945
0.098,0.04421899794494653,0.20320825001965503,0.8933173818062611,4.10522263517179
0.099,0.045121430855880926,0.2073553627401214,0.9024329109344023,4.147112720466365
0.1,0.04603297929594351,0.2115443655458952,0.9115484400625851,4.1890028057737965
0.101,0.046953643265134314,0.21577525843698941,0.9206639691908094,4.230892891094213
0.10200000000000001,0.047883422763453386,0.22004804141341716,0.9297794983190752,4.272782976427744
